ID	Large_category	Small_category	Origin	Type	Name	Components
M00828	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP"	4
M00829	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA"	3
M00830	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA"	4
M00831	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"	5
M00832	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP"	5
M00833	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Calicheamicin biosynthesis, calicheamicinone => calicheamicin"	10
M00834	Biosynthesis of terpenoids and polyketides	Enediyne biosynthesis	Prokaryote	Pathway	"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP"	5
M00835	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Pyocyanine biosynthesis, chorismate => pyocyanine"	7
M00836	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430"	4
M00837	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Prodigiosin biosynthesis, L-proline => prodigiosin"	10
M00838	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin"	10
M00839	Environmental information processing	Two-component regulatory system	Prokaryote	FuncSet	PdtaS-PdtaR two-component regulatory system	2
M00843	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4"	3
M00845	Amino acid metabolism	Arginine and proline metabolism	Prokaryote	Pathway	"Arginine biosynthesis, glutamate => acetylcitrulline => arginine"	7
M00846	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Siroheme biosynthesis, glutamate => siroheme"	7
M00847	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Prokaryote	Pathway	"Heme biosynthesis, archaea, siroheme => heme"	3
M00848	Biosynthesis of other secondary metabolites	Biosynthesis of other secondary metabolites	Prokaryote	Pathway	"Aurachin biosynthesis, anthranilate => aurachin A"	8
M00849	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	Prokaryote	Pathway	"C5 isoprenoid biosynthesis, mevalonate pathway, archaea"	7..8
M00850	Gene set	Pathogenicity	Prokaryote	Signature	"Vibrio cholerae pathogenicity signature, cholera toxins"	6
M00851	Gene set	Drug resistance	Prokaryote	Signature	Carbapenem resistance	1
M00852	Gene set	Pathogenicity	Prokaryote	Signature	"Vibrio cholerae pathogenicity signature, toxin coregulated pilus"	14
M00853	Gene set	Pathogenicity	Prokaryote	Signature	"ETEC pathogenicity signature, colonization factors"	4
M00856	Gene set	Pathogenicity	Prokaryote	Signature	"Salmonella enterica pathogenicity signature, typhoid toxin"	4
M00857	Gene set	Pathogenicity	Prokaryote	Signature	"Salmonella enterica pathogenicity signature, Vi antigen"	7
M00858	Environmental information processing	ABC-2 type and other transport systems	Prokaryote	Complex	Vi polysaccharide transport system	3
M00859	Gene set	Pathogenicity	Prokaryote	Signature	"Bacillus anthracis pathogenicity signature, anthrax toxin"	3
M00860	Gene set	Pathogenicity	Prokaryote	Signature	"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis"	7
M00863	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Putative lysine/arginine/ornithine/histidine/octopine transport system	4
M00864	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Arginine/lysine/histidine transport system	3
M00865	Environmental information processing	Phosphate and amino acid transport system	Prokaryote	Complex	Hydroxyproline transporter system	4
M00866	Glycan metabolism	Lipopolysaccharide metabolism	Prokaryote	Pathway	"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type"	9
M00867	Glycan metabolism	Lipopolysaccharide metabolism	Prokaryote	Pathway	KDO2-lipid A modification pathway	5
M90000	Genetic information processing	Ribosome	Prokaryote	Complex	"Ribosome, prokaryote"	79
M00840	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF"	6
M00001	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	9..10
M00002	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Glycolysis, core module involving three-carbon compounds"	5..6
M00003	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Gluconeogenesis, oxaloacetate => fructose-6P"	7..8
M00004	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	Pentose phosphate pathway (Pentose phosphate cycle)	7..8
M00005	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"PRPP biosynthesis, ribose 5P => PRPP"	1
M00006	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"	2..3
M00007	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	4
M00009	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Citrate cycle (TCA cycle, Krebs cycle)"	8
M00010	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"	3
M00011	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"	5
M00012	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	Glyoxylate cycle	5
M00015	Amino acid metabolism	Arginine and proline metabolism	Common	Pathway	"Proline biosynthesis, glutamate => proline"	2..3
M00018	Amino acid metabolism	Serine and threonine metabolism	Common	Pathway	"Threonine biosynthesis, aspartate => homoserine => threonine"	5
M00019	Amino acid metabolism	Branched-chain amino acid metabolism	Common	Pathway	"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine"	4
M00020	Amino acid metabolism	Serine and threonine metabolism	Common	Pathway	"Serine biosynthesis, glycerate-3P => serine"	3
M00021	Amino acid metabolism	Cysteine and methionine metabolism	Common	Pathway	"Cysteine biosynthesis, serine => cysteine"	2
M00022	Amino acid metabolism	Aromatic amino acid metabolism	Common	Pathway	"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"	4..7
M00023	Amino acid metabolism	Aromatic amino acid metabolism	Common	Pathway	"Tryptophan biosynthesis, chorismate => tryptophan"	3..5
M00024	Amino acid metabolism	Aromatic amino acid metabolism	Common	Pathway	"Phenylalanine biosynthesis, chorismate => phenylalanine"	2..3
M00026	Amino acid metabolism	Histidine metabolism	Common	Pathway	"Histidine biosynthesis, PRPP => histidine"	7..9
M00027	Amino acid metabolism	Other amino acid metabolism	Common	Pathway	GABA (gamma-Aminobutyrate) shunt	3
M00028	Amino acid metabolism	Arginine and proline metabolism	Common	Pathway	"Ornithine biosynthesis, glutamate => ornithine"	4..5
M00034	Amino acid metabolism	Cysteine and methionine metabolism	Common	Pathway	Methionine salvage pathway	8..11
M00035	Amino acid metabolism	Cysteine and methionine metabolism	Common	Pathway	Methionine degradation	4
M00036	Amino acid metabolism	Branched-chain amino acid metabolism	Common	Pathway	"Leucine degradation, leucine => acetoacetate + acetyl-CoA"	6
M00038	Amino acid metabolism	Aromatic amino acid metabolism	Common	Pathway	"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate"	7
M00040	Amino acid metabolism	Aromatic amino acid metabolism	Common	Pathway	"Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine"	2
M00045	Amino acid metabolism	Histidine metabolism	Common	Pathway	"Histidine degradation, histidine => N-formiminoglutamate => glutamate"	4..5
M00046	Nucleotide metabolism	Pyrimidine metabolism	Common	Pathway	"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate"	3
M00048	Nucleotide metabolism	Purine metabolism	Common	Pathway	"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP"	8..11
M00049	Nucleotide metabolism	Purine metabolism	Common	Pathway	"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP"	4
M00050	Nucleotide metabolism	Purine metabolism	Common	Pathway	"Guanine ribonucleotide biosynthesis IMP => GDP,GTP"	4
M00051	Nucleotide metabolism	Pyrimidine metabolism	Common	Pathway	"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP"	3..6
M00052	Nucleotide metabolism	Pyrimidine metabolism	Common	Pathway	"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP"	3
M00082	Lipid metabolism	Fatty acid biosynthesis and degradation	Common	Pathway	"Fatty acid biosynthesis, initiation"	2..3
M00083	Lipid metabolism	Fatty acid biosynthesis and degradation	Common	Pathway	"Fatty acid biosynthesis, elongation"	1..4
M00086	Lipid metabolism	Fatty acid biosynthesis and degradation	Common	Pathway	"beta-Oxidation, acyl-CoA synthesis"	1
M00087	Lipid metabolism	Fatty acid biosynthesis and degradation	Common	Pathway	beta-Oxidation	3..4
M00091	Lipid metabolism	Lipid metabolism	Common	Pathway	"Phosphatidylcholine (PC) biosynthesis, PE => PC"	1..2
M00093	Lipid metabolism	Lipid metabolism	Common	Pathway	"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE"	3
M00095	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	Common	Pathway	"C5 isoprenoid biosynthesis, mevalonate pathway"	7
M00096	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	Common	Pathway	"C5 isoprenoid biosynthesis, non-mevalonate pathway"	8
M00098	Lipid metabolism	Lipid metabolism	Common	Pathway	Acylglycerol degradation	2
M00112	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	Tocopherol/tocotorienol biosynthesis	4
M00115	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"NAD biosynthesis, aspartate => NAD"	5
M00118	Amino acid metabolism	Other amino acid metabolism	Common	Pathway	"Glutathione biosynthesis, glutamate => glutathione"	2
M00120	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Coenzyme A biosynthesis, pantothenate => CoA"	3..5
M00121	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Heme biosynthesis, plants and bacteria, glutamate => heme"	10
M00123	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Biotin biosynthesis, pimeloyl-ACP/CoA => biotin"	3..4
M00125	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD"	1..5
M00126	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Tetrahydrofolate biosynthesis, GTP => THF"	5..7
M00133	Amino acid metabolism	Polyamine biosynthesis	Common	Pathway	"Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine"	4
M00134	Amino acid metabolism	Polyamine biosynthesis	Common	Pathway	"Polyamine biosynthesis, arginine => ornithine => putrescine"	2
M00135	Amino acid metabolism	Polyamine biosynthesis	Common	Pathway	"GABA biosynthesis, eukaryotes, putrescine => GABA"	3
M00145	Energy metabolism	ATP synthesis	Common	Complex	"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	11
M00151	Energy metabolism	ATP synthesis	Common	Complex	Cytochrome bc1 complex respiratory unit	2..3
M00161	Energy metabolism	Photosynthesis	Common	Complex	Photosystem II	6
M00163	Energy metabolism	Photosynthesis	Common	Complex	Photosystem I	6
M00165	Energy metabolism	Carbon fixation	Common	Pathway	Reductive pentose phosphate cycle (Calvin cycle)	11
M00166	Energy metabolism	Carbon fixation	Common	Pathway	"Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P"	4
M00167	Energy metabolism	Carbon fixation	Common	Pathway	"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P"	7
M00168	Energy metabolism	Carbon fixation	Common	Pathway	"CAM (Crassulacean acid metabolism), dark"	2
M00169	Energy metabolism	Carbon fixation	Common	Pathway	"CAM (Crassulacean acid metabolism), light"	2
M00176	Energy metabolism	Sulfur metabolism	Common	Pathway	"Assimilatory sulfate reduction, sulfate => H2S"	3
M00185	Environmental information processing	Mineral and organic ion transport system	Common	Complex	Sulfate/thiosulfate transport system	4
M00307	Carbohydrate metabolism	Central carbohydrate metabolism	Common	Pathway	"Pyruvate oxidation, pyruvate => acetyl-CoA"	1
M00338	Amino acid metabolism	Cysteine and methionine metabolism	Common	Pathway	"Cysteine biosynthesis, homocysteine + serine => cysteine"	2
M00359	Metabolism	Aminoacyl tRNA	Common	FuncSet	"Aminoacyl-tRNA biosynthesis, eukaryotes"	20
M00360	Metabolism	Aminoacyl tRNA	Common	FuncSet	"Aminoacyl-tRNA biosynthesis, prokaryotes"	18
M00361	Metabolism	Nucleotide sugar	Common	FuncSet	"Nucleotide sugar biosynthesis, eukaryotes"	6
M00362	Metabolism	Nucleotide sugar	Common	FuncSet	"Nucleotide sugar biosynthesis, prokaryotes"	7
M00432	Amino acid metabolism	Branched-chain amino acid metabolism	Common	Pathway	"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	3
M00433	Amino acid metabolism	Lysine metabolism	Common	Pathway	"Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	3..4
M00527	Amino acid metabolism	Lysine metabolism	Common	Pathway	"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	7
M00531	Energy metabolism	Nitrogen metabolism	Common	Pathway	"Assimilatory nitrate reduction, nitrate => ammonia"	2
M00546	Nucleotide metabolism	Purine metabolism	Common	Pathway	"Purine degradation, xanthine => urea"	5..6
M00549	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Nucleotide sugar biosynthesis, glucose => UDP-glucose"	3
M00554	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Nucleotide sugar biosynthesis, galactose => UDP-galactose"	2
M00555	Amino acid metabolism	Serine and threonine metabolism	Common	Pathway	"Betaine biosynthesis, choline => betaine"	1..2
M00570	Amino acid metabolism	Branched-chain amino acid metabolism	Common	Pathway	"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	5
M00611	Module set	Metabolic capacity	Common	Signature	Oxygenic photosynthesis in plants and cyanobacteria	12
M00612	Module set	Metabolic capacity	Common	Signature	Anoxygenic photosynthesis in purple bacteria	12
M00615	Module set	Metabolic capacity	Common	Signature	Nitrate assimilation	3
M00616	Module set	Metabolic capacity	Common	Signature	Sulfate-sulfur assimilation	4
M00632	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P"	4
M00741	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"	3
M00844	Amino acid metabolism	Arginine and proline metabolism	Common	Pathway	"Arginine biosynthesis, ornithine => arginine"	3
M00854	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Glycogen biosynthesis, glucose-1P => glycogen/starch"	2..3
M00855	Carbohydrate metabolism	Other carbohydrate metabolism	Common	Pathway	"Glycogen degradation, glycogen => glucose-6P"	3..4
M00868	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	Common	Pathway	"Heme biosynthesis, animals and fungi, glycine => heme"	8
M91000	Genetic information processing	Ribosome	Common	Complex	"Ribosome, all"	130
